zone,population,placename,category,description,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos,total_prior3years,avg_prior3years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior3years
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - NON PHYSICAL,11,2,2,3,1,0,1,1,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,14.3,0,4.3
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - PHYSICAL OFFICER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,19,46,80,51,59,59,59,50,41,26,18,19,21,45,45,58,19.3,-19.2,73.1,114.3,133,371.4,257.1,271.4,300,642.9,275.7
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,91,57,81,60,44,54,46,57,30,33,29,32,37,42,42,98,32.7,12.1,27.3,13.5,28,471.4,414.3,457.1,528.6,600,467.1
17,7000,Hollywood Heights,Other/Unknown,COUNTERFEIT - BUY / RECEIVE,1,4,2,0,1,0,0,0,2,1,3,1,0,1,1,4,1.3,-100,0,NA,-23,14.3,42.9,14.3,0,14.3,18.6
17,7000,Hollywood Heights,Other/Unknown,COUNTERFEIT - USING,2,7,9,8,4,5,6,14,9,19,11,2,8,2,2,21,7,-57.9,-89.5,-75,-71,271.4,157.1,28.6,114.3,28.6,100
17,7000,Hollywood Heights,Other/Unknown,EMBEZZLEMENT - ALL OTHER,8,2,5,7,6,6,2,4,3,4,0,5,2,1,1,7,2.3,-50,-75,-50,-57,57.1,0,71.4,28.6,14.3,32.9
17,7000,Hollywood Heights,Other/Unknown,FORGERY -  PRESCRIPTIONS,1,1,1,3,4,2,3,1,1,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,14.3,0,0,0,4.3
17,7000,Hollywood Heights,Other/Unknown,FORGERY - USING / UTTERING,2,2,9,7,4,18,6,7,1,0,1,4,2,3,3,7,2.3,NA,NA,50,30,0,14.3,57.1,28.6,42.9,32.9
17,7000,Hollywood Heights,Other/Unknown,FRAUD - CREDIT CARD / ATM,23,60,31,40,26,28,21,17,35,62,24,34,28,28,30,86,28.7,-54.8,-51.6,7.1,5,885.7,342.9,485.7,400,428.6,410
17,7000,Hollywood Heights,Other/Unknown,FRAUD - FALSE PRETENSE,19,23,23,30,33,43,52,54,56,32,32,10,28,17,19,70,23.3,-12.5,-40.6,-32.1,-18,457.1,457.1,142.9,400,271.4,332.9
17,7000,Hollywood Heights,Other/Unknown,FRAUD - IMPERSONATION,3,6,11,7,16,19,11,11,5,4,2,1,3,0,0,6,2,-25,-100,-100,-100,57.1,28.6,14.3,42.9,0,28.6
17,7000,Hollywood Heights,Other/Unknown,FRAUD - LARCENY BY TRICKERY,2,0,2,1,4,4,12,3,7,22,5,6,23,7,9,34,11.3,4.5,-59.1,-60.9,-20,314.3,71.4,85.7,328.6,128.6,161.4
17,7000,Hollywood Heights,Other/Unknown,FRAUD - OTHER,23,17,25,35,39,22,7,10,4,2,1,1,3,0,0,5,1.7,50,-100,-100,-100,28.6,14.3,14.3,42.9,0,24.3
17,7000,Hollywood Heights,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,22,23,14,11,13,10,14,20,17,10,13,14,12,11,11,39,13,20,10,-8.3,-15,142.9,185.7,200,171.4,157.1,185.7
17,7000,Hollywood Heights,Other/Unknown,FRAUD - WORTHLESS CHECK,3,2,2,12,8,5,5,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,NON-PHYSICAL ASSAULT SEXUAL MOTIVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,OTHER - THREATENING PHONE CALL,4,3,1,0,2,1,2,1,0,0,0,0,2,0,0,2,0.7,NA,NA,-100,-100,0,0,0,28.6,0,10
17,7000,Hollywood Heights,Other/Unknown,PHYSICAL ASLT - SEXUAL MOTIVE,1,3,2,0,0,3,1,0,3,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,14.3,0
17,7000,Hollywood Heights,Other/Unknown,SIMPLE ASLT ALL OTHER,16,7,7,5,3,3,6,1,0,6,0,1,0,3,3,1,0.3,-100,-50,NA,900,85.7,0,14.3,0,42.9,4.3
17,7000,Hollywood Heights,Other/Unknown,STOLEN PROPERTY - POSSESSION,10,25,32,27,5,19,25,28,19,11,5,7,3,18,18,15,5,-72.7,63.6,500,260,157.1,71.4,100,42.9,257.1,71.4
17,7000,Hollywood Heights,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,210,214,216,158,106,103,86,104,78,84,98,93,103,93,96,294,98,22.6,14.3,-6.8,-2,1200,1400,1328.6,1471.4,1371.4,1400
17,7000,Hollywood Heights,Robbery,ROBBERY - BUSINESS,4,10,4,3,1,1,0,2,1,3,2,0,0,2,2,2,0.7,-100,-33.3,NA,186,42.9,28.6,0,0,28.6,10
17,7000,Hollywood Heights,Robbery,ROBBERY - INDIVIDUAL,16,19,23,17,12,7,11,9,8,8,3,11,8,9,11,22,7.3,0,37.5,37.5,51,114.3,42.9,157.1,114.3,157.1,104.3
17,7000,Hollywood Heights,Theft,LARCENY - ALL OTHER,199,203,182,163,118,89,87,32,42,35,38,30,42,80,81,110,36.7,20,131.4,92.9,121,500,542.9,428.6,600,1157.1,524.3
17,7000,Hollywood Heights,Theft,LARCENY - AUTOMOBILE ACCESSORIES,36,34,33,17,13,25,13,15,20,14,14,12,15,14,14,41,13.7,7.1,0,-6.7,2,200,200,171.4,214.3,200,195.7
17,7000,Hollywood Heights,Theft,LARCENY - BICYCLE,2,2,8,5,1,1,5,4,3,2,1,1,3,4,4,5,1.7,50,100,33.3,135,28.6,14.3,14.3,42.9,57.1,24.3
17,7000,Hollywood Heights,Theft,LARCENY - FROM BUILDING,13,13,12,7,5,20,30,38,32,34,30,29,25,36,36,84,28,-26.5,5.9,44,29,485.7,428.6,414.3,357.1,514.3,400
17,7000,Hollywood Heights,Theft,LARCENY - FROM MOTOR VEHICLE,146,129,141,68,69,54,70,73,60,56,69,48,49,67,67,166,55.3,-12.5,19.6,36.7,21,800,985.7,685.7,700,957.1,790
17,7000,Hollywood Heights,Theft,LARCENY - GAS,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Theft,LARCENY - POCKET-PICKING,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Theft,LARCENY - PURSESNATCHING,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,14.3,14.3,4.3
17,7000,Hollywood Heights,Theft,LARCENY - SHOPLIFTING,170,158,173,151,159,176,256,287,196,218,159,168,163,209,215,490,163.3,-25.2,-1.4,31.9,32,3114.3,2271.4,2400,2328.6,3071.4,2332.9
17,7000,Hollywood Heights,Other/Unknown,ARSON,0,1,3,1,2,0,2,6,1,1,2,1,8,6,6,11,3.7,700,500,-25,62,14.3,28.6,14.3,114.3,85.7,52.9
17,7000,Hollywood Heights,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,0,3,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,-100,0,NA,NA,14.3,0,0,0,14.3,0
17,7000,Hollywood Heights,Other/Unknown,COUNTERFEIT- UNDETERMINED,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,EMBEZZLEMENT - VIA PAPER,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.3,-100,-100,NA,-100,14.3,14.3,0,0,0,4.3
17,7000,Hollywood Heights,Aggravated Assault,AGGRAVATED ASSAULT - OFFICER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Burglary,BURGLARY - FORCE ENTRY - RES - HOMEINVS,0,0,8,6,4,2,2,2,3,2,0,2,0,4,4,2,0.7,-100,100,NA,471,28.6,0,28.6,0,57.1,10
17,7000,Hollywood Heights,Other/Unknown,COUNTERFEIT - SELL / DELIVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,0,0,0,1,0,1,4,3,5,2,3,2,6,13,14,11,3.7,200,600,133.3,278,28.6,42.9,28.6,85.7,200,52.9
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT FELONY,0,0,0,7,4,5,2,7,7,6,9,9,6,18,19,24,8,0,216.7,216.7,138,85.7,128.6,128.6,85.7,271.4,114.3
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT MISDEMEANOR,0,0,0,11,9,10,18,26,12,18,14,14,15,19,19,43,14.3,-16.7,5.6,26.7,33,257.1,200,200,214.3,271.4,204.3
17,7000,Hollywood Heights,Aggravated Assault,SHOOT INTO OCCUP DWELL FEL,0,0,0,4,4,2,7,2,4,3,9,7,6,9,9,22,7.3,100,200,50,23,42.9,128.6,100,85.7,128.6,104.3
17,7000,Hollywood Heights,Motor Vehicle Theft,MOTOR VEHICLE THEFT - RECREATIONAL VEHICLE,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - SIMPLE - OFFICER,0,0,0,1,2,1,0,3,0,1,2,2,0,4,4,4,1.3,-100,300,NA,208,14.3,28.6,28.6,0,57.1,18.6
17,7000,Hollywood Heights,Robbery,ROBBERY - SHOPLIFTING ESCALATION,0,0,0,1,1,4,1,3,0,0,2,1,5,6,7,8,2.7,NA,NA,40,159,0,28.6,14.3,71.4,100,38.6
17,7000,Hollywood Heights,Robbery,ROBBERY OF DELIVERY DRIVER,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,14.3,0,0,0,4.3
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT DOMESTIC MISD,0,0,0,0,3,1,6,9,9,9,11,7,14,10,11,32,10.7,55.6,22.2,-21.4,3,128.6,157.1,100,200,157.1,152.9
17,7000,Hollywood Heights,Other/Unknown,FORGERY - POSSESSION / CONCEAL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Theft,LARCENY - COIN-OPERATED DEVICE,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT OFFICER FELONY,0,0,0,0,0,1,0,0,2,0,0,2,0,3,3,2,0.7,NA,NA,NA,329,0,0,28.6,0,42.9,10
17,7000,Hollywood Heights,Aggravated Assault,SHOOT INTO OCCUP VEH FEL,0,0,0,0,0,2,2,2,2,4,1,3,6,5,5,10,3.3,50,25,-16.7,52,57.1,14.3,42.9,85.7,71.4,47.1
17,7000,Hollywood Heights,Theft,LARCENY - MEDICATION,0,0,0,0,0,4,7,3,4,3,1,0,2,2,2,3,1,-33.3,-33.3,0,100,42.9,14.3,0,28.6,28.6,14.3
17,7000,Hollywood Heights,Aggravated Assault,AGG ASSAULT OFFICER MISD,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,1,0.3,NA,NA,NA,900,0,14.3,0,0,42.9,4.3
17,7000,Hollywood Heights,Other/Unknown,BEATING TAXI FARE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,STOLEN PROPERTY - BUY / RECEIVE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,14.3,0,0,0,4.3
17,7000,Hollywood Heights,Burglary,BURGLARY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,4,5,10,5,0,4,4,15,5,-100,-20,NA,-20,71.4,142.9,71.4,0,57.1,71.4
17,7000,Hollywood Heights,Murder,CRIMINAL HOMICIDE - MURDER,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,5,1.7,0,0,0,-41,14.3,28.6,28.6,14.3,14.3,24.3
17,7000,Hollywood Heights,Other/Unknown,ALL OTHER - BLACKMAIL/EXTORTION,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,3,1,-100,-50,NA,0,28.6,28.6,14.3,0,14.3,14.3
17,7000,Hollywood Heights,Other/Unknown,FRAUD - COMPUTER,0,0,0,0,0,0,0,0,4,12,15,16,9,3,3,40,13.3,-25,-75,-66.7,-77,171.4,214.3,228.6,128.6,42.9,190
17,7000,Hollywood Heights,Other/Unknown,IDENTITY THEFT,0,0,0,0,0,0,0,0,1,11,8,8,6,17,17,22,7.3,-45.5,54.5,183.3,133,157.1,114.3,114.3,85.7,242.9,104.3
17,7000,Hollywood Heights,Other/Unknown,EMBEZZLEMENT - WIRE/COMPUTER/ELECTRONIC MANIPULATION,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,0,0,0
17,7000,Hollywood Heights,Other/Unknown,FRAUD - WELFARE,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0.3,-50,0,100,567,28.6,0,0,14.3,28.6,4.3
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - NON PHYSICAL OFFICER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,14.3,0,0,0,4.3
17,7000,Hollywood Heights,Other/Unknown,HOMICIDE NEGLIGENCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,14.3,0,0,4.3
17,7000,Hollywood Heights,Theft,LARCENY (MISDEMEANOR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,14.3,0,0,4.3
17,7000,Hollywood Heights,Other/Unknown,JUSTIFIABLE HOMICIDE - MURDER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,14.3,0,4.3
17,7000,Hollywood Heights,Aggravated Assault,ASSAULT INFLICTING SERIOUS INJURY,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,NA,NA,NA,NA,0,0,0,0,57.1,0
17,7000,Hollywood Heights,Aggravated Assault,ASSAULT WITH DEADLY WEAPON INFLICTING SERIOUS INJ.,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,28.6,0
17,7000,Hollywood Heights,Other/Unknown,COMMUNICATING THREATS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,28.6,0
17,7000,Hollywood Heights,Other/Unknown,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,28.6,0
17,7000,Hollywood Heights,Robbery,COMMON LAW ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,14.3,0
17,7000,Hollywood Heights,Theft,B&E-VEHICLE - OTHER MOTOR VEHICLES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,14.3,0
17,7000,Hollywood Heights,Theft,LARCENY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,14.3,0
17,7000,Hollywood Heights,Theft,SHOPLIFTING,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,14.3,0
18,2200,Southwest Raleigh,Aggravated Assault,AGGRAVATED ASSAULT,25,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Aggravated Assault,AGGRAVATED ASSAULT - DOMESTIC,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Aggravated Assault,ALL OTHER,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,23,19,18,12,17,12,10,10,9,14,20,6,26,21,22,52,17.3,85.7,57.1,-15.4,27,636.4,909.1,272.7,1181.8,1000,786.4
18,2200,Southwest Raleigh,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,79,77,66,68,31,24,24,28,35,19,15,13,16,25,27,44,14.7,-15.8,42.1,68.8,84,863.6,681.8,590.9,727.3,1227.3,668.2
18,2200,Southwest Raleigh,Burglary,BURGLARY - NO FORCE ENTRY - BUSINESS,2,0,2,1,1,3,3,3,0,1,1,0,3,18,18,4,1.3,200,1700,500,1285,45.5,45.5,0,136.4,818.2,59.1
18,2200,Southwest Raleigh,Burglary,BURGLARY - NO FORCE ENTRY - RESIDENCE,27,23,14,21,17,15,16,21,9,15,7,4,6,9,10,17,5.7,-60,-33.3,66.7,75,681.8,318.2,181.8,272.7,454.5,259.1
18,2200,Southwest Raleigh,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,28,25,30,24,16,22,11,11,6,5,12,12,14,16,16,38,12.7,180,220,14.3,26,227.3,545.5,545.5,636.4,727.3,577.3
18,2200,Southwest Raleigh,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,4,4,3,4,4,2,3,1,1,3,2,0,6,0,0,8,2.7,100,-100,-100,-100,136.4,90.9,0,272.7,0,122.7
18,2200,Southwest Raleigh,Motor Vehicle Theft,MOTOR VEHICLE THEFT - TRUCK,6,3,4,5,3,4,0,1,2,2,1,3,3,1,1,7,2.3,50,-50,-66.7,-57,90.9,45.5,136.4,136.4,45.5,104.5
18,2200,Southwest Raleigh,Murder,CRIMINAL HOMICIDE - MURDER,3,4,0,3,1,2,2,0,1,0,1,0,1,4,4,2,0.7,NA,NA,300,471,0,45.5,0,45.5,181.8,31.8
18,2200,Southwest Raleigh,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,13,22,21,32,32,42,40,41,26,21,27,18,15,17,19,60,20,-28.6,-9.5,26.7,-5,954.5,1227.3,818.2,681.8,863.6,909.1
18,2200,Southwest Raleigh,Other/Unknown,ALL OTHER - KIDNAPPING,1,1,4,6,4,2,4,2,1,0,1,0,3,3,3,4,1.3,NA,NA,0,131,0,45.5,0,136.4,136.4,59.1
18,2200,Southwest Raleigh,Other/Unknown,ALL OTHER - STALKING,1,1,1,0,1,1,3,3,2,0,4,1,1,1,1,6,2,NA,NA,0,-50,0,181.8,45.5,45.5,45.5,90.9
18,2200,Southwest Raleigh,Other/Unknown,ARSON,2,3,3,3,1,3,7,1,7,2,1,3,1,2,2,5,1.7,-50,0,100,18,90.9,45.5,136.4,45.5,90.9,77.3
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,21,20,12,17,11,19,10,8,13,18,19,16,12,14,14,47,15.7,-33.3,-22.2,16.7,-11,818.2,863.6,727.3,545.5,636.4,713.6
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - NON PHYSICAL,3,2,1,0,1,1,0,2,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,90.9,0
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - NON PHYSICAL OFFICER,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - PHYSICAL OFFICER,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,14,31,28,37,49,36,31,33,26,8,11,8,8,6,6,27,9,0,-25,-25,-33,363.6,500,363.6,363.6,272.7,409.1
18,2200,Southwest Raleigh,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,65,48,66,65,49,63,39,53,40,25,18,18,23,31,31,59,19.7,-8,24,34.8,57,1136.4,818.2,818.2,1045.5,1409.1,895.5
18,2200,Southwest Raleigh,Other/Unknown,BEATING TAXI FARE,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,COUNTERFEIT - BUY / RECEIVE,1,0,3,4,1,3,0,1,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,45.5,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,1,2,2,1,1,2,0,1,1,2,0,0,1,1,1,1,0.3,-50,-50,0,233,90.9,0,0,45.5,45.5,13.6
18,2200,Southwest Raleigh,Other/Unknown,EMBEZZLEMENT - ALL OTHER,4,4,2,5,2,2,1,3,3,2,3,0,8,9,9,11,3.7,300,350,12.5,143,90.9,136.4,0,363.6,409.1,168.2
18,2200,Southwest Raleigh,Other/Unknown,FORGERY - USING / UTTERING,1,3,10,6,4,9,5,3,1,1,1,2,2,3,3,5,1.7,100,200,50,76,45.5,45.5,90.9,90.9,136.4,77.3
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - CREDIT CARD / ATM,38,23,23,33,23,27,13,19,22,33,16,20,28,25,25,64,21.3,-15.2,-24.2,-10.7,17,1500,727.3,909.1,1272.7,1136.4,968.2
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - FALSE PRETENSE,23,19,47,45,36,50,61,44,51,55,29,23,16,25,25,68,22.7,-70.9,-54.5,56.2,10,2500,1318.2,1045.5,727.3,1136.4,1031.8
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - IMPERSONATION,6,4,5,4,6,13,11,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - OTHER,19,19,21,29,28,19,19,14,3,3,6,1,2,15,15,9,3,-33.3,400,650,400,136.4,272.7,45.5,90.9,681.8,136.4
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,21,15,10,15,17,10,15,5,8,7,13,5,6,14,14,24,8,-14.3,100,133.3,75,318.2,590.9,227.3,272.7,636.4,363.6
18,2200,Southwest Raleigh,Other/Unknown,FRAUD - WORTHLESS CHECK,2,0,5,6,3,6,2,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,OTHER - THREATENING PHONE CALL,5,0,3,1,2,1,0,2,0,1,0,1,1,1,1,2,0.7,0,0,0,43,45.5,0,45.5,45.5,45.5,31.8
18,2200,Southwest Raleigh,Other/Unknown,PHYSICAL ASLT - SEXUAL MOTIVE,1,1,0,1,0,1,1,2,3,1,0,0,2,0,0,2,0.7,100,-100,-100,-100,45.5,0,0,90.9,0,31.8
18,2200,Southwest Raleigh,Other/Unknown,SIMPLE ASLT ALL OTHER,7,5,7,5,8,8,3,1,2,2,0,3,0,1,1,3,1,-100,-50,NA,0,90.9,0,136.4,0,45.5,45.5
18,2200,Southwest Raleigh,Other/Unknown,STOLEN PROPERTY - BUY / RECEIVE,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Other/Unknown,STOLEN PROPERTY - POSSESSION,17,35,44,28,34,35,37,23,26,14,10,1,4,10,10,15,5,-71.4,-28.6,150,100,636.4,454.5,45.5,181.8,454.5,227.3
18,2200,Southwest Raleigh,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,147,117,115,114,83,86,77,88,55,67,66,50,61,66,68,177,59,-9,1.5,11.5,15,3045.5,3000,2272.7,2772.7,3090.9,2681.8
18,2200,Southwest Raleigh,Robbery,ROBBERY - BUSINESS,2,4,2,8,1,3,1,0,1,0,1,2,2,2,2,5,1.7,NA,NA,0,18,0,45.5,90.9,90.9,90.9,77.3
18,2200,Southwest Raleigh,Robbery,ROBBERY - INDIVIDUAL,23,14,30,28,28,21,9,20,11,14,6,2,6,8,8,14,4.7,-57.1,-42.9,33.3,70,636.4,272.7,90.9,272.7,363.6,213.6
18,2200,Southwest Raleigh,Theft,LARCENY - ALL OTHER,148,109,148,160,147,109,81,38,29,38,33,37,37,80,81,107,35.7,-2.6,113.2,118.9,127,1727.3,1500,1681.8,1681.8,3681.8,1622.7
18,2200,Southwest Raleigh,Theft,LARCENY - AUTOMOBILE ACCESSORIES,17,30,37,24,13,18,18,13,22,19,15,25,14,26,26,54,18,-26.3,36.8,85.7,44,863.6,681.8,1136.4,636.4,1181.8,818.2
18,2200,Southwest Raleigh,Theft,LARCENY - BICYCLE,4,3,2,3,1,2,4,2,0,1,1,0,1,6,6,2,0.7,0,500,500,757,45.5,45.5,0,45.5,272.7,31.8
18,2200,Southwest Raleigh,Theft,LARCENY - COIN-OPERATED DEVICE,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Theft,LARCENY - FROM BUILDING,11,9,9,15,6,24,22,28,44,39,25,13,24,23,23,62,20.7,-38.5,-41,-4.2,11,1772.7,1136.4,590.9,1090.9,1045.5,940.9
18,2200,Southwest Raleigh,Theft,LARCENY - FROM MOTOR VEHICLE,74,66,54,60,36,41,42,30,13,17,22,26,34,33,36,82,27.3,100,111.8,5.9,32,772.7,1000,1181.8,1545.5,1636.4,1240.9
18,2200,Southwest Raleigh,Theft,LARCENY - GAS,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Theft,LARCENY - POCKET-PICKING,1,1,3,1,3,2,1,2,0,1,0,0,1,0,0,1,0.3,0,-100,-100,-100,45.5,0,0,45.5,0,13.6
18,2200,Southwest Raleigh,Theft,LARCENY - PURSESNATCHING,10,3,0,6,1,1,0,0,3,1,1,0,0,0,0,1,0.3,-100,-100,NA,-100,45.5,45.5,0,0,0,13.6
18,2200,Southwest Raleigh,Theft,LARCENY - SHOPLIFTING,156,157,299,147,227,220,211,101,120,177,94,43,39,176,181,176,58.7,-78,2.3,364.1,208,8045.5,4272.7,1954.5,1772.7,8227.3,2668.2
18,2200,Southwest Raleigh,Other/Unknown,COUNTERFEIT - USING,0,10,10,11,4,4,8,4,6,2,3,0,1,21,21,4,1.3,-50,950,2000,1515,90.9,136.4,0,45.5,954.5,59.1
18,2200,Southwest Raleigh,Aggravated Assault,AGGRAVATED ASSAULT - OFFICER,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
18,2200,Southwest Raleigh,Motor Vehicle Theft,MOTOR VEHICLE THEFT - RECREATIONAL VEHICLE,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,45.5,0,0,0,0,0
